Feat ID,RT,DT,CCS,Gas,mz,Abundance,Charge,Polarity,Lipid Class,Compound Name,CAS ID,Formula,Mass,Ion Species,Theo mz,ppm Error,Abs ppm Error,Score,Sum Comp,Num Constit,Constit,Constit Abund
3034,14.335,,,,890.8182,2369,-1,Negative,,,,,891.8255,(M-H)-,,,,,,
3035,5.221,,,,725.4015,2367,-1,Negative,,,,,726.4088,(M-H)-,,,,,,
3036,5.238,,,,425.3057,2366,-1,Negative,,,,,426.3130,(M-H)-,,,,,,
3037,7.991,,,,1428.0049,2361,-1,Negative,,,,,1429.0122,(M-H)-,,,,,,
3038,11.423,,,,714.6077,2360,-1,Negative,,,,,715.6150,(M-H)-,,,,,,
3039,12.359,,,,747.6609,2358,-1,Negative,,,,,748.6682,(M-H)-,,,,,,
3040,8.962,,,,784.5510,2357,-1,Negative,,,,,785.5583,(M-H)-,,,,,,
3041,6.215,,,,1356.7614,2355,-1,Negative,,,,,1357.7686,(M-H)-,,,,,,
3042,14.398,,,,1149.9516,2354,-1,Negative,,,,,1150.9589,(M-H)-,,,,,,
3043,0.939,,,,210.0774,2352,-1,Negative,,,,,211.0847,(M-H)-,,,,,,
3044,2.694,,,,646.3630,2347,-1,Negative,,,,,647.3703,(M-H)-,,,,,,
3045,1.671,,,,421.2279,2346,-1,Negative,,,,,422.2352,(M-H)-,,,,,,
3046,11.469,,,,976.7394,2346,-1,Negative,,,,,977.7467,(M-H)-,,,,,,
3047,11.193,,,,1302.2232,2345,-1,Negative,,,,,1303.2305,(M-H)-,,,,,,
3048,7.232,,,,1479.0706,2342,-1,Negative,,,,,1480.0779,(M-H)-,,,,,,
3049,2.675,,,,973.6259,2341,-1,Negative,,,,,974.6332,(M-H)-,,,,,,
3050,6.962,,,,585.3291,2338,-1,Negative,,,,,586.3363,(M-H)-,,,,,,
3051,11.738,,,,670.6082,2337,-1,Negative,,,,,671.6155,(M-H)-,,,,,,
3052,6.099,,,,913.5459,2336,-1,Negative,,,,,914.5532,(M-H)-,,,,,,
3053,4.263,,,,386.2735,2336,-1,Negative,,,,,387.2808,(M-H)-,,,,,,
3054,4.858,,,,547.3074,2336,-1,Negative,,,,,548.3146,(M-H)-,,,,,,
3055,10.564,,,,742.5781,2335,-1,Negative,,,,,743.5853,(M-H)-,,,,,,
3056,2.152,,,,658.3338,2335,-1,Negative,,,,,659.3410,(M-H)-,,,,,,
3057,8.148,,,,803.5426,2334,-1,Negative,,,,,804.5499,(M-H)-,,,,,,
3058,5.054,,,,510.3714,2333,-1,Negative,,,,,511.3787,(M-H)-,,,,,,
3059,6.047,,,,937.5192,2333,-1,Negative,,,,,938.5265,(M-H)-,,,,,,
3060,14.792,,,,1345.1391,2324,-1,Negative,,,,,1346.1464,(M-H)-,,,,,,
3061,2.907,,,,563.2717,2324,-1,Negative,,,,,564.2790,(M-H)-,,,,,,
3062,14.240,,,,876.8019,2323,-1,Negative,,,,,877.8092,(M-H)-,,,,,,
3063,4.046,,,,662.4392,2321,-1,Negative,,,,,663.4465,(M-H)-,,,,,,
3064,0.807,,,,351.0745,2321,-1,Negative,,,,,352.0818,(M-H)-,,,,,,
3065,7.459,,,,730.5473,2319,-1,Negative,,,,,731.5546,(M-H)-,,,,,,
3066,8.476,,,,635.4895,2316,-1,Negative,,,,,636.4968,(M-H)-,,,,,,
3067,8.931,,,,766.4930,2313,-1,Negative,,,,,767.5003,(M-H)-,,,,,,
3068,10.820,,,,1383.8742,2313,-1,Negative,,,,,1384.8814,(M-H)-,,,,,,
3069,4.500,,,,501.3195,2312,-1,Negative,,,,,502.3268,(M-H)-,,,,,,
3070,16.248,,,,646.8551,2311,-1,Negative,,,,,647.8624,(M-H)-,,,,,,
3071,0.478,,,,425.1247,2310,-1,Negative,,,,,426.1320,(M-H)-,,,,,,
3072,4.960,,,,427.3215,2306,-1,Negative,,,,,428.3288,(M-H)-,,,,,,
3073,14.341,,,,974.8754,2304,-1,Negative,,,,,975.8827,(M-H)-,,,,,,
3074,2.596,,,,926.5946,2301,-1,Negative,,,,,927.6018,(M-H)-,,,,,,
3075,8.549,,,,713.5118,2301,-1,Negative,,,,,714.5191,(M-H)-,,,,,,
3076,6.007,,,,381.3371,2297,-1,Negative,,,,,382.3444,(M-H)-,,,,,,
3077,14.378,,,,1487.9473,2291,-1,Negative,,,,,1488.9546,(M-H)-,,,,,,
3078,3.751,,,,1289.6731,2287,-1,Negative,,,,,1290.6804,(M-H)-,,,,,,
3079,12.053,,,,695.5925,2286,-2,Negative,,,,,1393.1996,(M-2H)-2,,,,,,
3080,16.286,,,,1064.8074,2285,-1,Negative,,,,,1065.8147,(M-H)-,,,,,,
3081,4.682,,,,341.2701,2284,-1,Negative,,,,,342.2774,(M-H)-,,,,,,
3082,4.955,,,,863.4881,2282,-1,Negative,,,,,864.4954,(M-H)-,,,,,,
3083,3.195,,,,458.3485,2280,-1,Negative,,,,,459.3558,(M-H)-,,,,,,
3084,0.971,,,,258.1535,2279,-1,Negative,,,,,259.1608,(M-H)-,,,,,,
3085,1.664,,,,742.2874,2278,-1,Negative,,,,,743.2947,(M-H)-,,,,,,
3086,3.041,,,,573.3906,2277,-1,Negative,,,,,574.3979,(M-H)-,,,,,,
3087,16.273,,,,808.8354,2277,-1,Negative,,,,,809.8427,(M-H)-,,,,,,
3088,11.634,,,,1009.6820,2276,-1,Negative,,,,,1010.6893,(M-H)-,,,,,,
3089,13.632,,,,988.8341,2276,-1,Negative,,,,,989.8414,(M-H)-,,,,,,
3090,2.764,,,,709.3648,2275,-1,Negative,,,,,710.3721,(M-H)-,,,,,,
3091,12.566,,,,918.7174,2275,-1,Negative,,,,,919.7247,(M-H)-,,,,,,
3092,10.918,,,,812.6636,2274,-1,Negative,,,,,813.6709,(M-H)-,,,,,,
3093,10.988,,,,1175.8158,2270,-1,Negative,,,,,1176.8231,(M-H)-,,,,,,
3094,11.395,,,,1199.6284,2267,-1,Negative,,,,,1200.6357,(M-H)-,,,,,,
3095,1.219,,,,225.1861,2265,-1,Negative,,,,,226.1934,(M-H)-,,,,,,
3096,11.088,,,,1291.8609,2263,-1,Negative,,,,,1292.8682,(M-H)-,,,,,,
3097,2.846,,,,426.3586,2262,-1,Negative,,,,,427.3659,(M-H)-,,,,,,
3098,3.616,,,,362.1541,2261,-1,Negative,,,,,363.1614,(M-H)-,,,,,,
3099,14.404,,,,215.0049,2260,-1,Negative,,,,,216.0122,(M-H)-,,,,,,
3100,10.704,,,,883.6652,2259,-1,Negative,,,,,884.6725,(M-H)-,,,,,,
3101,12.029,,,,722.6297,2258,-1,Negative,,,,,723.6370,(M-H)-,,,,,,
3102,3.439,,,,631.4944,2256,-1,Negative,,,,,632.5017,(M-H)-,,,,,,
3103,2.190,,,,522.2834,2254,-1,Negative,Lysophosphatidylserine,LPS 18:1,,C24H46NO9P,523.2910,(M-H)-,522.2837,-0.7,0.7,65.08,LPS 18:1,1,LPS 18:1,100.0
3104,6.466,,,,908.5818,2249,-1,Negative,,,,,909.5891,(M-H)-,,,,,,
3105,5.071,,,,915.5987,2248,-1,Negative,,,,,916.6060,(M-H)-,,,,,,
3106,2.917,,,,682.2555,2246,-1,Negative,,,,,683.2628,(M-H)-,,,,,,
3107,2.152,,,,539.2545,2245,-1,Negative,,,,,540.2618,(M-H)-,,,,,,
3108,11.163,,,,958.7946,2245,-1,Negative,,,,,959.8019,(M-H)-,,,,,,
3109,8.767,,,,779.5396,2243,-1,Negative,,,,,780.5468,(M-H)-,,,,,,
3110,14.440,,,,154.9476,2240,-1,Negative,,,,,155.9549,(M-H)-,,,,,,
3111,14.166,,,,1459.9712,2238,-2,Negative,,,,,2921.9570,(M-2H)-2,,,,,,
3112,0.748,,,,746.3925,2235,-1,Negative,,,,,747.3998,(M-H)-,,,,,,
3113,5.089,,,,1029.5912,2232,-1,Negative,,,,,1030.5984,(M-H)-,,,,,,
3114,9.975,,,,1041.6041,2232,-1,Negative,,,,,1042.6113,(M-H)-,,,,,,
3115,7.125,,,,596.3797,2222,-1,Negative,,,,,597.3869,(M-H)-,,,,,,
3116,4.550,,,,642.2280,2221,-1,Negative,,,,,643.2353,(M-H)-,,,,,,
3117,6.287,,,,1388.7897,2219,-1,Negative,,,,,1389.7970,(M-H)-,,,,,,
3118,1.064,,,,243.1966,2217,-1,Negative,,,,,244.2039,(M-H)-,,,,,,
3119,1.022,,,,448.1750,2214,-1,Negative,,,,,449.1823,(M-H)-,,,,,,
3120,10.902,,,,606.5821,2212,-1,Negative,,,,,607.5894,(M-H)-,,,,,,
3121,7.872,,,,879.3542,2211,-2,Negative,,,,,1760.7230,(M-2H)-2,,,,,,
3122,8.794,,,,711.5181,2211,-1,Negative,,,,,712.5254,(M-H)-,,,,,,
3123,13.764,,,,1457.9640,2207,-2,Negative,,,,,2917.9426,(M-2H)-2,,,,,,
3124,8.803,,,,832.5645,2200,-2,Negative,,,,,1667.1435,(M-2H)-2,,,,,,
3125,6.086,,,,1008.5177,2199,-1,Negative,,,,,1009.5250,(M-H)-,,,,,,
3126,1.439,,,,315.2541,2196,-1,Negative,,,,,316.2613,(M-H)-,,,,,,
3127,14.323,,,,906.8044,2196,-1,Negative,,,,,907.8117,(M-H)-,,,,,,
3128,0.721,,,,667.3701,2196,-1,Negative,,,,,668.3773,(M-H)-,,,,,,
3129,1.409,,,,484.3281,2194,-1,Negative,,,,,485.3354,(M-H)-,,,,,,
3130,3.322,,,,625.3352,2194,-1,Negative,,,,,626.3425,(M-H)-,,,,,,
3131,5.418,,,,797.4126,2194,-1,Negative,,,,,798.4199,(M-H)-,,,,,,
3132,11.661,,,,978.7514,2189,-1,Negative,,,,,979.7586,(M-H)-,,,,,,
3133,6.432,,,,754.5028,2189,-1,Negative,,,,,755.5100,(M-H)-,,,,,,
3134,8.335,,,,1008.5478,2189,-1,Negative,,,,,1009.5551,(M-H)-,,,,,,
3135,2.299,,,,526.2932,2188,-1,Negative,,,,,527.3005,(M-H)-,,,,,,
3136,3.449,,,,416.2842,2187,-1,Negative,,,,,417.2915,(M-H)-,,,,,,
3137,2.685,,,,650.2236,2184,-1,Negative,,,,,651.2308,(M-H)-,,,,,,
3138,6.856,,,,916.4677,2184,-1,Negative,,,,,917.4750,(M-H)-,,,,,,
3139,2.806,,,,1155.6796,2182,-1,Negative,,,,,1156.6868,(M-H)-,,,,,,
3140,11.414,,,,1193.6136,2181,-1,Negative,,,,,1194.6209,(M-H)-,,,,,,
3141,5.298,,,,677.4334,2181,-1,Negative,,,,,678.4406,(M-H)-,,,,,,
3142,6.918,,,,987.4758,2181,-1,Negative,,,,,988.4830,(M-H)-,,,,,,
3143,2.844,,,,327.2543,2180,-1,Negative,,,,,328.2616,(M-H)-,,,,,,
3144,7.613,,,,782.5022,2179,-1,Negative,,,,,783.5094,(M-H)-,,,,,,
3145,13.857,,,,712.4911,2177,-1,Negative,,,,,713.4984,(M-H)-,,,,,,
3146,10.734,,,,1063.6527,2176,-1,Negative,,,,,1064.6600,(M-H)-,,,,,,
3147,9.657,,,,910.6238,2175,-1,Negative,,,,,911.6311,(M-H)-,,,,,,
3148,1.976,,,,568.2661,2168,-1,Negative,,,,,569.2734,(M-H)-,,,,,,
3149,10.995,,,,1185.6118,2165,-1,Negative,,,,,1186.6191,(M-H)-,,,,,,
3150,9.355,,,,721.5781,2161,-1,Negative,,,,,722.5854,(M-H)-,,,,,,
3151,5.876,,,,520.3769,2160,-1,Negative,,,,,521.3842,(M-H)-,,,,,,
3152,11.812,,,,960.7424,2158,-1,Negative,,,,,961.7497,(M-H)-,,,,,,
3153,2.655,,,,528.3083,2155,-1,Negative,,,,,529.3156,(M-H)-,,,,,,
3154,12.052,,,,695.5662,2152,-2,Negative,,,,,1393.1469,(M-2H)-2,,,,,,
3155,5.329,,,,972.5014,2152,-1,Negative,,,,,973.5087,(M-H)-,,,,,,
3156,10.982,,,,934.6669,2151,-1,Negative,,,,,935.6742,(M-H)-,,,,,,
3157,5.340,,,,1017.4510,2150,-1,Negative,,,,,1018.4583,(M-H)-,,,,,,
3158,6.003,,,,401.2994,2150,-1,Negative,,,,,402.3067,(M-H)-,,,,,,
3159,5.900,,,,679.4546,2147,-1,Negative,,,,,680.4619,(M-H)-,,,,,,
3160,10.964,,,,1179.5976,2147,-1,Negative,,,,,1180.6049,(M-H)-,,,,,,
3161,1.393,,,,423.1322,2147,-1,Negative,,,,,424.1395,(M-H)-,,,,,,
3162,2.550,,,,616.3631,2146,-1,Negative,,,,,617.3703,(M-H)-,,,,,,
3163,14.127,,,,725.4943,2144,-2,Negative,,,,,1453.0032,(M-2H)-2,,,,,,
3164,0.727,,,,251.1289,2143,-1,Negative,,,,,252.1361,(M-H)-,,,,,,
3165,4.275,,,,368.3159,2143,-1,Negative,,,,,369.3231,(M-H)-,,,,,,
3166,5.006,,,,615.4042,2141,-1,Negative,,,,,616.4115,(M-H)-,,,,,,
3167,6.031,,,,905.4786,2141,-1,Negative,,,,,906.4858,(M-H)-,,,,,,
3168,11.230,,,,943.6529,2136,-1,Negative,,,,,944.6602,(M-H)-,,,,,,
3169,1.721,,,,1017.5939,2135,-1,Negative,,,,,1018.6012,(M-H)-,,,,,,
3170,1.055,,,,542.2521,2134,-1,Negative,,,,,543.2594,(M-H)-,,,,,,
3171,4.108,,,,718.3522,2134,-1,Negative,,,,,719.3595,(M-H)-,,,,,,
3172,11.628,,,,863.6790,2129,-1,Negative,,,,,864.6863,(M-H)-,,,,,,
3173,6.666,,,,878.5745,2128,-1,Negative,,,,,879.5818,(M-H)-,,,,,,
3174,6.761,,,,626.4831,2126,-1,Negative,,,,,627.4904,(M-H)-,,,,,,
3175,4.806,,,,787.4561,2122,-1,Negative,,,,,788.4633,(M-H)-,,,,,,
3176,4.911,,,,610.4092,2122,-1,Negative,,,,,611.4164,(M-H)-,,,,,,
3177,0.957,,,,195.1392,2121,-1,Negative,,,,,196.1465,(M-H)-,,,,,,
3178,8.528,,,,646.5077,2119,-1,Negative,,,,,647.5150,(M-H)-,,,,,,
3179,2.060,,,,453.2873,2118,-1,Negative,,,,,454.2946,(M-H)-,,,,,,
3180,10.245,,,,1466.9095,2117,-1,Negative,,,,,1467.9167,(M-H)-,,,,,,
3181,11.242,,,,860.6383,2116,-1,Negative,,,,,861.6456,(M-H)-,,,,,,
3182,13.592,,,,1434.9524,2113,-1,Negative,,,,,1435.9597,(M-H)-,,,,,,
3183,14.171,,,,1447.4706,2112,-1,Negative,,,,,1448.4779,(M-H)-,,,,,,
3184,5.943,,,,548.4086,2111,-1,Negative,,,,,549.4159,(M-H)-,,,,,,
3185,11.907,,,,1052.6773,2106,-1,Negative,,,,,1053.6846,(M-H)-,,,,,,
3186,5.151,,,,1355.7329,2105,-1,Negative,,,,,1356.7402,(M-H)-,,,,,,
3187,1.339,,,,459.2383,2099,-1,Negative,,,,,460.2456,(M-H)-,,,,,,
3188,14.457,,,,274.9718,2098,-1,Negative,,,,,275.9790,(M-H)-,,,,,,
3189,0.783,,,,538.3219,2096,-1,Negative,,,,,539.3292,(M-H)-,,,,,,
3190,14.604,,,,972.8987,2093,-1,Negative,,,,,973.9059,(M-H)-,,,,,,
3191,10.853,,,,896.6709,2091,-1,Negative,,,,,897.6782,(M-H)-,,,,,,
3192,14.255,,,,918.8049,2088,-1,Negative,,,,,919.8122,(M-H)-,,,,,,
3193,2.555,,,,541.2692,2087,-1,Negative,,,,,542.2765,(M-H)-,,,,,,
3194,5.396,,,,860.5681,2085,-1,Negative,,,,,861.5754,(M-H)-,,,,,,
3195,6.104,,,,630.4768,2082,-1,Negative,,,,,631.4841,(M-H)-,,,,,,
3196,6.629,,,,1072.5042,2082,-1,Negative,,,,,1073.5115,(M-H)-,,,,,,
3197,4.862,,,,615.2956,2080,-1,Negative,,,,,616.3029,(M-H)-,,,,,,
3198,7.524,,,,986.5380,2079,-1,Negative,,,,,987.5452,(M-H)-,,,,,,
3199,11.536,,,,664.6245,2078,-1,Negative,,,,,665.6318,(M-H)-,,,,,,
3200,1.553,,,,568.1966,2077,-1,Negative,,,,,569.2039,(M-H)-,,,,,,
3201,0.825,,,,317.1399,2075,-1,Negative,,,,,318.1471,(M-H)-,,,,,,
3202,4.292,,,,684.3896,2070,-1,Negative,,,,,685.3969,(M-H)-,,,,,,
3203,3.854,,,,538.2689,2069,-1,Negative,,,,,539.2761,(M-H)-,,,,,,
3204,16.254,,,,714.8435,2064,-1,Negative,,,,,715.8507,(M-H)-,,,,,,
3205,4.296,,,,277.1231,2064,-1,Negative,,,,,278.1304,(M-H)-,,,,,,
3206,2.832,,,,593.2551,2063,-1,Negative,,,,,594.2623,(M-H)-,,,,,,
3207,8.278,,,,936.5180,2062,-1,Negative,,,,,937.5253,(M-H)-,,,,,,
3208,14.430,,,,894.8041,2061,-1,Negative,,,,,895.8114,(M-H)-,,,,,,
3209,8.780,,,,847.5818,2060,-1,Negative,,,,,848.5891,(M-H)-,,,,,,
3210,7.579,,,,996.5824,2057,-1,Negative,,,,,997.5897,(M-H)-,,,,,,
3211,4.281,,,,613.2789,2054,-1,Negative,,,,,614.2862,(M-H)-,,,,,,
3212,5.853,,,,964.5321,2051,-1,Negative,,,,,965.5394,(M-H)-,,,,,,
3213,0.877,,,,415.1760,2049,-1,Negative,,,,,416.1832,(M-H)-,,,,,,
3214,1.438,,,,501.3209,2046,-1,Negative,,,,,502.3282,(M-H)-,,,,,,
3215,6.533,,,,1114.4770,2040,-1,Negative,,,,,1115.4843,(M-H)-,,,,,,
3216,10.692,,,,884.6234,2039,-1,Negative,,,,,885.6307,(M-H)-,,,,,,
3217,5.069,,,,396.3489,2028,-1,Negative,,,,,397.3561,(M-H)-,,,,,,
3218,8.466,,,,758.5782,2028,-1,Negative,,,,,759.5855,(M-H)-,,,,,,
3219,2.914,,,,676.2380,2025,-1,Negative,,,,,677.2453,(M-H)-,,,,,,
3220,2.611,,,,579.2796,2022,-1,Negative,,,,,580.2869,(M-H)-,,,,,,
3221,2.720,,,,611.3210,2022,-1,Negative,,,,,612.3283,(M-H)-,,,,,,
3222,7.768,,,,1179.7354,2020,-1,Negative,,,,,1180.7426,(M-H)-,,,,,,
3223,12.409,,,,1037.7801,2020,-1,Negative,,,,,1038.7874,(M-H)-,,,,,,
3224,10.701,,,,1293.8434,2019,-1,Negative,,,,,1294.8507,(M-H)-,,,,,,
3225,11.967,,,,826.6200,2017,-1,Negative,,,,,827.6272,(M-H)-,,,,,,
3226,12.375,,,,1367.9053,2016,-1,Negative,,,,,1368.9126,(M-H)-,,,,,,
3227,1.039,,,,514.2842,2012,-1,Negative,,,,,515.2914,(M-H)-,,,,,,
3228,9.090,,,,1294.0654,2011,-1,Negative,,,,,1295.0727,(M-H)-,,,,,,
3229,9.978,,,,960.6700,2009,-1,Negative,,,,,961.6773,(M-H)-,,,,,,
3230,2.788,,,,1162.7243,2006,-1,Negative,,,,,1163.7316,(M-H)-,,,,,,
3231,12.029,,,,912.4068,2005,-1,Negative,,,,,913.4141,(M-H)-,,,,,,
3232,12.443,,,,1415.8996,2003,-1,Negative,,,,,1416.9069,(M-H)-,,,,,,
3233,3.825,,,,840.3112,2002,-1,Negative,,,,,841.3184,(M-H)-,,,,,,
3234,14.430,,,,196.9946,2002,-1,Negative,,,,,198.0018,(M-H)-,,,,,,
3235,3.300,,,,451.1995,1999,-1,Negative,,,,,452.2068,(M-H)-,,,,,,
3236,16.049,,,,705.5761,1996,-1,Negative,,,,,706.5834,(M-H)-,,,,,,
3237,6.776,,,,954.5012,1994,-1,Negative,,,,,955.5085,(M-H)-,,,,,,
3238,5.743,,,,903.5032,1992,-1,Negative,,,,,904.5105,(M-H)-,,,,,,
3239,2.903,,,,751.4326,1991,-1,Negative,,,,,752.4399,(M-H)-,,,,,,
3240,5.617,,,,649.2864,1988,-1,Negative,,,,,650.2937,(M-H)-,,,,,,
3241,4.798,,,,576.3433,1987,-1,Negative,,,,,577.3505,(M-H)-,,,,,,
3242,2.275,,,,606.3407,1983,-1,Negative,,,,,607.3480,(M-H)-,,,,,,
3243,2.574,,,,381.2318,1982,-1,Negative,,,,,382.2390,(M-H)-,,,,,,
3244,8.929,,,,1441.0273,1981,-1,Negative,,,,,1442.0346,(M-H)-,,,,,,
3245,5.960,,,,768.3090,1976,-1,Negative,,,,,769.3163,(M-H)-,,,,,,
3246,11.043,,,,804.4299,1976,-1,Negative,,,,,805.4372,(M-H)-,,,,,,
3247,6.141,,,,659.4294,1976,-1,Negative,,,,,660.4367,(M-H)-,,,,,,
3248,5.600,,,,626.4104,1975,-1,Negative,,,,,627.4177,(M-H)-,,,,,,
3249,5.636,,,,660.4482,1972,-1,Negative,,,,,661.4555,(M-H)-,,,,,,
3250,1.002,,,,555.2578,1970,-1,Negative,,,,,556.2651,(M-H)-,,,,,,
3251,8.328,,,,888.4955,1967,-1,Negative,,,,,889.5027,(M-H)-,,,,,,
3252,8.811,,,,966.6086,1964,-1,Negative,,,,,967.6159,(M-H)-,,,,,,
3253,5.998,,,,648.4872,1964,-1,Negative,,,,,649.4945,(M-H)-,,,,,,
3254,2.631,,,,319.2295,1963,-1,Negative,,,,,320.2368,(M-H)-,,,,,,
3255,2.965,,,,514.3744,1962,-1,Negative,,,,,515.3817,(M-H)-,,,,,,
3256,2.678,,,,656.2411,1960,-1,Negative,,,,,657.2483,(M-H)-,,,,,,
3257,13.122,,,,1212.8588,1959,-2,Negative,,,,,2427.7322,(M-2H)-2,,,,,,
3258,2.707,,,,551.1774,1959,-1,Negative,,,,,552.1847,(M-H)-,,,,,,
3259,1.667,,,,748.3067,1958,-1,Negative,,,,,749.3140,(M-H)-,,,,,,
3260,12.179,,,,722.6650,1956,-1,Negative,,,,,723.6723,(M-H)-,,,,,,
3261,3.980,,,,429.2827,1951,-1,Negative,,,,,430.2900,(M-H)-,,,,,,
3262,1.478,,,,303.1534,1943,-1,Negative,,,,,304.1606,(M-H)-,,,,,,
3263,5.136,,,,441.3376,1936,-1,Negative,,,,,442.3449,(M-H)-,,,,,,
3264,4.622,,,,805.2422,1935,-1,Negative,,,,,806.2494,(M-H)-,,,,,,
3265,4.987,,,,543.3843,1934,-1,Negative,,,,,544.3916,(M-H)-,,,,,,
3266,15.724,,,,289.0869,1932,-1,Negative,,,,,290.0941,(M-H)-,,,,,,
3267,15.002,,,,894.9444,1923,-1,Negative,,,,,895.9517,(M-H)-,,,,,,
3268,11.152,,,,721.6185,1922,-1,Negative,,,,,722.6258,(M-H)-,,,,,,
3269,2.874,,,,999.6407,1922,-1,Negative,,,,,1000.6479,(M-H)-,,,,,,
3270,12.113,,,,896.6357,1921,-1,Negative,,,,,897.6429,(M-H)-,,,,,,
3271,2.467,,,,269.2122,1920,-1,Negative,,,,,270.2195,(M-H)-,,,,,,
3272,2.755,,,,980.6706,1914,-1,Negative,,,,,981.6779,(M-H)-,,,,,,
3273,3.546,,,,671.3415,1911,-1,Negative,,,,,672.3488,(M-H)-,,,,,,
3274,2.833,,,,597.3794,1911,-1,Negative,,,,,598.3867,(M-H)-,,,,,,
3275,12.240,,,,980.7681,1903,-1,Negative,,,,,981.7754,(M-H)-,,,,,,
3276,5.596,,,,632.4556,1901,-1,Negative,,,,,633.4628,(M-H)-,,,,,,
3277,11.564,,,,1071.6491,1901,-1,Negative,,,,,1072.6564,(M-H)-,,,,,,
3278,13.152,,,,1431.9282,1900,-1,Negative,,,,,1432.9354,(M-H)-,,,,,,
3279,3.160,,,,1283.5984,1898,-1,Negative,,,,,1284.6057,(M-H)-,,,,,,
3280,3.463,,,,433.2192,1897,-1,Negative,,,,,434.2265,(M-H)-,,,,,,
3281,8.329,,,,888.5108,1897,-1,Negative,,,,,889.5180,(M-H)-,,,,,,
3282,2.875,,,,511.2469,1894,-1,Negative,,,,,512.2541,(M-H)-,,,,,,
3283,2.813,,,,764.2909,1891,-1,Negative,,,,,765.2982,(M-H)-,,,,,,
3284,1.832,,,,630.2365,1888,-1,Negative,,,,,631.2438,(M-H)-,,,,,,
3285,3.338,,,,488.1631,1888,-1,Negative,,,,,489.1704,(M-H)-,,,,,,
3286,6.433,,,,1028.5128,1887,-1,Negative,,,,,1029.5201,(M-H)-,,,,,,
3287,4.790,,,,382.3326,1886,-1,Negative,,,,,383.3399,(M-H)-,,,,,,
3288,13.996,,,,968.8083,1876,-1,Negative,,,,,969.8156,(M-H)-,,,,,,
3289,11.315,,,,754.6564,1875,-1,Negative,,,,,755.6637,(M-H)-,,,,,,
3290,7.577,,,,757.5034,1874,-2,Negative,,,,,1517.0213,(M-2H)-2,,,,,,
3291,12.778,,,,1343.9032,1874,-1,Negative,,,,,1344.9104,(M-H)-,,,,,,
3292,6.116,,,,689.4257,1873,-1,Negative,,,,,690.4330,(M-H)-,,,,,,
3293,5.508,,,,534.2854,1873,-1,Negative,,,,,535.2927,(M-H)-,,,,,,
3294,4.982,,,,579.3607,1871,-1,Negative,,,,,580.3680,(M-H)-,,,,,,
3295,1.908,,,,762.2755,1868,-1,Negative,,,,,763.2828,(M-H)-,,,,,,
3296,1.379,,,,537.0760,1864,-1,Negative,,,,,538.0833,(M-H)-,,,,,,
3297,5.621,,,,726.4202,1864,-1,Negative,,,,,727.4275,(M-H)-,,,,,,
3298,5.530,,,,600.4295,1858,-1,Negative,,,,,601.4368,(M-H)-,,,,,,
3299,2.127,,,,611.2970,1857,-1,Negative,,,,,612.3043,(M-H)-,,,,,,
3300,3.163,,,,871.2668,1855,-1,Negative,,,,,872.2741,(M-H)-,,,,,,
3301,3.879,,,,820.2488,1854,-1,Negative,,,,,821.2561,(M-H)-,,,,,,
3302,6.712,,,,1461.0452,1850,-1,Negative,,,,,1462.0525,(M-H)-,,,,,,
3303,4.394,,,,527.1826,1846,-1,Negative,,,,,528.1899,(M-H)-,,,,,,
3304,3.183,,,,684.3006,1844,-1,Negative,,,,,685.3079,(M-H)-,,,,,,
3305,4.624,,,,525.2590,1839,-1,Negative,,,,,526.2663,(M-H)-,,,,,,
3306,13.395,,,,1000.8335,1837,-1,Negative,,,,,1001.8408,(M-H)-,,,,,,
3307,11.481,,,,888.7142,1837,-1,Negative,,,,,889.7215,(M-H)-,,,,,,
3308,6.827,,,,731.4898,1834,-1,Negative,,,,,732.4971,(M-H)-,,,,,,
3309,7.730,,,,1460.9940,1833,-1,Negative,,,,,1462.0013,(M-H)-,,,,,,
3310,10.769,,,,664.6233,1826,-1,Negative,,,,,665.6306,(M-H)-,,,,,,
3311,3.548,,,,367.1853,1824,-1,Negative,,,,,368.1926,(M-H)-,,,,,,
3312,0.792,,,,399.2024,1818,-1,Negative,,,,,400.2096,(M-H)-,,,,,,
3313,2.634,,,,400.3434,1816,-1,Negative,,,,,401.3507,(M-H)-,,,,,,
3314,5.612,,,,658.4324,1815,-1,Negative,,,,,659.4397,(M-H)-,,,,,,
3315,11.185,,,,940.7999,1815,-1,Negative,,,,,941.8072,(M-H)-,,,,,,
3316,6.398,,,,666.4499,1814,-1,Negative,,,,,667.4572,(M-H)-,,,,,,
3317,7.900,,,,879.7744,1814,-2,Negative,,,,,1761.5634,(M-2H)-2,,,,,,
3318,3.434,,,,576.3549,1814,-1,Negative,,,,,577.3622,(M-H)-,,,,,,
3319,2.049,,,,633.3226,1810,-1,Negative,,,,,634.3299,(M-H)-,,,,,,
3320,7.487,,,,939.5210,1808,-1,Negative,,,,,940.5283,(M-H)-,,,,,,
3321,1.339,,,,427.1750,1807,-1,Negative,,,,,428.1823,(M-H)-,,,,,,
3322,3.261,,,,690.3209,1804,-1,Negative,,,,,691.3281,(M-H)-,,,,,,
3323,2.862,,,,560.2875,1803,-1,Negative,,,,,561.2948,(M-H)-,,,,,,
3324,16.262,,,,850.8165,1803,-1,Negative,,,,,851.8237,(M-H)-,,,,,,
